OBJECTID,NAME,ADDRESS,FEAT_TYPE,SUB_TYPE,VANITY_NAME,SECONDARY_NAME,BLDG,PARENT_NAME,PARENT_TYPE,ACREAGE,PARENT_ACREAGE,Shape__Area,Shape__Length
1,Chestnut Hill East Station,100 E. Chestnut Hill Ave,Transportation,,,,Y,,,0.20611165,2839.62372184,8978.18768310547,913.041444208963
2,India Pentecostal Church,1001 HOWELL ST,House of Worship,,,,Y,,,0.04518591,2839.62372184,1968.29028320313,193.948755832208
3,Little Flower Catholic School High School,1001 W LUZERNE ST,School,High School,,,Y,,,1.28975346,2839.62372184,56181.4360351563,1754.99234099833
4,Sandmeyer Lane Plaza,10006 SANDMEYER LN,Shopping Center Ground,,,,Y,Sandmeyer Lane Plaza,Shopping Center Ground,0.25136378,0.74527497,10949.3621826172,526.073708924743
5,Trocadero Theatre,1003-05 ARCH ST,Theatre,,,,Y,,,0.20851042,2839.62372184,9082.67785644531,456.824201297759
6,Northwood Park,1003 FOULKROD ST,Park,,,,Y,Northwood Park,Park,0.00402962,6.6979487,175.529724121094,55.2656849835205
7,Union Transfer,1004-26 SPRING GARDEN ST,Building,,Spring Garden Farmers Market,,Y,,,0.60989313,2839.62372184,26566.8385620117,768.155314247369
8,Mt Calvary Baptist Church,1006-10 W YORK ST,House of Worship,,,,Y,,,0.25956192,2839.62372184,11306.4720458984,467.200886105401
9,Love Kingdom Fellowship Church,1009-23 S 3RD ST,House of Worship,,,,Y,,,0.23906222,2839.62372184,10413.5085449219,494.007277684287
10,St Thomas Orthodox Church,1009 UNRUH AVE,House of Worship,,,,Y,,,0.87232606,2839.62372184,37998.3709716797,1411.05115664068
11,Engine 8 Philadelphia Fire,101-15 N 4TH ST,Fire Station,,,,Y,,,0.23214438,2839.62372184,10112.1683959961,459.94898412935
12,Shot Tower Recreation Center Building,101-31 CARPENTER ST,Playground,,,,Y,Shot Tower Recreation Center,Park,0.16313706,1.4461317,7106.22210693359,379.958024120374
13,International Coin Museum,101 N INDEPENDENCE E MALL,Museum,,,,Y,,,1.12217765,2839.62372184,48881.8627319336,1015.96588955911
14,Sugar House Casino,1001-99 N DELAWARE AVE,Pier,Attraction,,,Y,Suger House Casino,Pier,3.73513592,9.10175948,162701.869689941,2726.90418054776
15,Nest International Christian Academy Pre-K,1001 70TH AVE,School,Preschool,,,Y,,,0.21745915,2839.62372184,9472.48291015625,599.634612158202
16,Watson Comly Elementary School,1001 BYBERRY RD,School,Elementary School,,,Y,,,0.89734722,2839.62372184,39088.2884521484,1358.70962108123
17,Library Branch - Katherine Drexel,11099 KNIGHTS RD,Library,,,,Y,,,0.30767643,2839.62372184,13402.3316040039,486.120131449449
18,Museum of American Jewish History,101 S INDEPENDENCE E MALL,Museum,,,,Y,,,0.49293976,2839.62372184,21472.3698730469,703.033148002142
19,Schuylkill Center for Environmental Education,101 SPRING LN,Nature Center,,,,Y,Schuylkill Center for Environmental Education,Nature Center,0.53864294,364.31813891,23463.1928100586,1666.27862157097
20,PA Convention Center,1201 ARCH ST,Building,,,,Y,,,19.48649849,2839.62372184,848828.478881836,4354.0363459993
21,Ferko Playground,1101 E CAYUGA ST,Playground,,,,Y,Ferko Playground,Playground,0.18813434,19.18750976,8195.09924316406,647.19174481442
22,Ferko Playground Building,1101 E CAYUGA ST,Playground,,,,Y,Ferko Playground,Park,0.29807138,19.18750976,12983.9374389648,499.074224789
23,Juniata Golf Course,1101 E CAYUGA ST,Golf Course,,,,Y,Juniata Golf Course,Golf Course,0.2397192,99.5204151,10442.1262207031,538.689980536898
24,Epiphany of Our Lord Parish,1101 JACKSON ST,House of Worship,,,,Y,,,0.35426626,2839.62372184,15431.7764282227,901.326756900135
25,Fire Engine 37,101 W HIGHLAND AVE,Fire Station,,,,Y,,,0.0689739,2839.62372184,3004.49133300781,240.632230022628
26,Fire Engine 55 / Ladder 22,101 W LUZERNE ST,Fire Station,,,,Y,,,0.5095834,2839.62372184,22197.3638305664,844.28846675663
27,Safe Clean Childrens Facility,101 W MOUNT PLEASANT AVE,School,Day Care,To The Glory of God,,Y,,,0.2543691,2839.62372184,11080.2734985352,725.232143127197
28,Simpson Recreation Center,1010 ARROTT ST,Playground,,,,Y,Simpson Recreation Center,Playground,0.00383634,4.59266154,167.110229492188,58.6786042947752
29,Simpson Recreation Center Building,1010 ARROTT ST,Playground,,,,Y,Simpson Recreation Center,Park,0.23928546,4.59266154,10423.2329101563,510.215918448358
30,Christ's United Presbyterian,1010 S 10TH ST,House of Worship,,,,Y,,,0.21790154,2839.62372184,9491.75341796875,454.300873014662
31,Cambodian Buddhist Society,1010 W DUNCANNON AVE,House of Worship,,,,Y,,,0.08249643,2839.62372184,3593.52972412109,372.88599235635
32,Ambassador Shopping Center,10101 VERREE RD,Shopping Center Ground,,,,Y,,,0.32441469,2839.62372184,14131.4475097656,577.864263818559
33,Ann Kids Pre-school,10200 JAMISON AVE,School,,,,Y,,,2.48724437,2839.62372184,108343.931213379,3505.1140969197
34,Life Line Bible Fellowship Church,1011 LINDLEY AVE,House of Worship,,,,Y,,,0.03744705,2839.62372184,1631.18664550781,207.775327410412
35,Harrison William H School,1012-20 W THOMPSON ST,School,,,,Y,,,0.37764184,2839.62372184,16450.0126342773,770.227256226663
36,Cottman Animal Hospital,1012 COTTMAN AVE,Animal Clinic,,,,Y,,,0.04177857,2839.62372184,1819.86730957031,234.136287920194
37,True Light Fellowship Church,1013-41 E JOHNSON ST,House of Worship,,,,Y,,,0.55558536,2839.62372184,24201.2018432617,1099.98285105096
38,Immanuel Lutheran School,1013 COTTMAN AVE,School,,,,Y,,,0.27395085,2839.62372184,11933.2513427734,611.882480884899
39,Ko-ach Bethel (Power House of God),1014-16 E CHELTEN AVE,House of Worship,,,,Y,,,0.05089952,2839.62372184,2217.17456054688,235.740122825155
40,Fo Shou Temple,1015 CHERRY ST,House of Worship,,,,Y,,,0.03826729,2839.62372184,1666.91650390625,231.599435938063
41,George High School Washington High School,10153-99 BUSTLETON AVE,School,High School,,,Y,,,5.02755119,2839.62372184,218999.281677246,4598.31300276351
42,Philadelphia's Magic Gardens,1020 SOUTH ST,Museum,,,,Y,,,0.19577855,2839.62372184,8528.08020019531,616.310777655818
43,Immaculate Conception Roman Catholic Church,1032 N FRONT ST,House of Worship,,,,Y,,,0.30514122,2839.62372184,13291.8985595703,672.57375942854
44,Ascension Mar Thoma Church,10197-99 NORTHEAST BLVD,House of Worship,,,,Y,,,1.07028999,2839.62372184,46621.645690918,975.149337496494
45,Christian Street Baptist Church,1020-24 CHRISTIAN ST,House of Worship,,,,Y,,,0.12443029,2839.62372184,5420.16168212891,397.382851479801
46,Chinese Christian Herald,1020 COTTMAN AVE,House of Worship,,,,Y,,,0.03879156,2839.62372184,1689.75335693359,240.331212477557
47,Olympik Tots Childcare,1025-27 CHERRY ST,School,Day Care,,,Y,,,0.11657568,2839.62372184,5078.01635742188,316.818996596781
48,Folk Arts-Cultural Treasures Charter School,1025 CALLOWHILL ST,School,Charter School,,,Y,,,0.30537908,2839.62372184,13302.2593383789,533.419279830573
49,New Life Church of God,1034-36 RISING SUN AVE,House of Worship,,,,Y,,,0.15992871,2839.62372184,6966.46697998047,543.566280291161
50,Chinatown Learning Center,1034-36 SPRING ST,School,Learning Center,,,Y,,,0.07065206,2839.62372184,3077.59161376953,244.951286713362
51,Add B. Anderson School,1034-42 S 60TH ST,School,,,,Y,,,0.71879217,2839.62372184,31310.4614868164,1045.72466434428
52,APM Trinidad Head Start,1038-48 W SEDGLEY AVE,School,Learning Center,,,Y,,,0.25411307,2839.62372184,11069.1212158203,649.855903782617
53,Torresdale Post Office,10380 DRUMMOND RD,Post Office,,,,Y,,,0.5605448,2839.62372184,24417.2336425781,728.113567609131
54,Library Branch - Kensington,104-06 W DAUPHIN ST,Library,,,,Y,,,0.11208045,2839.62372184,4882.20477294922,325.844678804175
55,Oak Lane Presbyterian Church,1044 OAK LN,House of Worship,,,,Y,,,0.20562972,2839.62372184,8957.19476318359,421.149548946716
56,Brightside Academy,105-35 W ERIE AVE,School,Learning Center,,,Y,Brightside Academy,School,1.16560625,6.70219628,50773.6052856445,1160.78874231501
57,Fern Rock Transportation Center,1050 W NEDRO AVE,Transportation,,,,Y,Fern Rock Transportation Center,Transportation,6.24877195,29.31034424,272195.416625977,9379.25394118187
58,Bethany House of Worship,1070 69TH AVE,House of Worship,,,,Y,,,0.10969999,2839.62372184,4778.51263427734,451.719568884352
59,Faith Chapel of Philadelphia,108-12 E PRICE ST,House of Worship,,,,Y,,,0.09133906,2839.62372184,3978.71368408203,309.468465290379
60,General J. Harry La Brum Middle School,3325 RED LION RD,School,Middle School,,,Y,Picariello Playground,Playground,0.6997506,10.13107481,30481.0139770508,880.107189250879
61,West Mill Creek Playground Building,,Playground,,,,Y,West Mill Creek Playground,Park,0.06278749,5.66098227,2735.01208496094,218.470041653
62,Target Center,1-79 MIFFLIN ST,Shopping Center Ground,,,,Y,Target Center,Shopping Center Ground,2.88903782,14.45799235,125845.984069824,1486.59937443499
63,Aria Health- Torresdale Campus,10800 KNIGHTS RD,Hospital,,,,Y,,,7.54075768,2839.62372184,328473.995361328,6652.20823037245
64,Park Toilet Building,109 SPRUCE ST,Memorial,,,,Y,Korean War Veteran's Memorial,Memorial,0.04064324,3.36573554,1770.41247558594,186.786643955644
65,Asamblea Apostolica,109 W ONTARIO ST,House of Worship,,,,Y,,,0.04221872,2839.62372184,1839.04016113281,175.300972414643
66,Good Shepherd United Methodist,10901 CALERA RD,House of Worship,,,,Y,,,0.24309719,2839.62372184,10589.2707519531,628.103076592335
67,Philadelphia Industrial Park,10965 DECATUR RD,Park,,,,Y,Philadelphia Industrial Park,Park,0.45210618,2.13499371,19693.6662597656,645.740578158684
68,Scanlon Recreation Center Ice Rink,1099 E TIOGA ST,Playground,,,,Y,Scanlon Recreation Center,Park,0.72884758,6.28358404,31748.473815918,750.308817917284
69,St John's Memorial Baptist Church,11-15 W THOMPSON ST,House of Worship,,,,Y,,,0.04282974,2839.62372184,1865.65631103516,183.646191415706
70,Paul Robeson High School for Human Services,11-19 S 42ND ST,School,High School,,,Y,,,0.46943743,2839.62372184,20448.6124267578,763.536881693261
71,Cret Park,110 N 16TH ST,Park,,,,Y,Cret Park,Park,0.03806956,0.68306999,1658.30322265625,170.128825591568
72,Shopping Center,1100-38 W GIRARD AVE,Shopping Center Ground,,,,Y,Shopping Center,Shopping Center Ground,0.4929342,236.78057599,21472.1280517578,770.082877809859
73,Community Academy of Philadelphia Charter School,1100-40 E ERIE AVE,School,Charter School,,,Y,,,2.63562157,2839.62372184,114807.216247559,1935.57851233372
74,The Bridge,1100 ADAMS AVE,Social Services,,,,Y,,,0.64264768,2839.62372184,27993.6207885742,763.807257511223
75,Shopping Center,900 ORTHODOX ST,Shopping Center Ground,,,,Y,Shopping Center,Shopping Center Ground,2.92156595,236.78057599,127262.903686523,1908.41443926653
76,Academy at Palumbo High School,1100 CATHARINE ST,School,High School,,,Y,,,0.90290507,2839.62372184,39330.3870849609,1250.28848757462
77,Lonnie Young Recreation Center Building,1100 E CHELTEN AVE,Playground,,,,Y,Lonnie Young Recreation Center,Park,0.45219822,5.24498938,19697.6751708984,908.564178551497
78,Morris E. Leeds Middle School,1100 E MOUNT PLEASANT AVE,School,Middle School,,,Y,,,1.83489426,2839.62372184,79927.6744995117,1968.12310727892
79,"Christ Mission of the Apostolic Faith, Inc.",1100 HARTEL AVE,House of Worship,,,,Y,,,0.23015679,2839.62372184,10025.5895996094,500.276892924284
80,Refuge Evangelical Baptist Church,1100 OAK LN,House of Worship,,,,Y,,,0.15981928,2839.62372184,6961.69989013672,393.331681069506
81,John F. Street Community Center,1100 POPLAR ST,Community Center,,,,Y,,,0.37978547,2839.62372184,16543.3889160156,547.618024888465
82,Riverview Plaza,1100 S CHRIS COLUMBUS BLV,Shopping Center Ground,,,,Y,Riverview Plaza,Shopping Center Ground,0.00351586,4.77158346,153.150390625,52.1132423809705
83,Rome Emmanuel Baptist Church,1100 W LEHIGH AVE,House of Worship,,,,Y,,,0.20406928,2839.62372184,8889.22210693359,430.947054566206
84,Clayborn-Lewis Playground Building,1101 N 38TH ST,Playground,,,,Y,Clayborn & Lewis Playground,Park,0.04328653,0.5815763,1885.55364990234,222.613020333503
85,Clarence H Clark Park,1101 S 45TH ST,Park,,,,Y,Clarence H Clark Park,Park,0.0075497,11.93734081,328.863525390625,74.8159518578002
86,Penrose Playground,1101 W SUSQUEHANNA AVE,Playground,,,,Y,Penrose Playground,Playground,0.00553599,1.96441338,241.147033691406,63.0986370271611
87,Penrose Playground Building,1101 W SUSQUEHANNA AVE,Playground,,,,Y,Penrose Playground,Park,0.10979461,1.96441338,4782.63391113281,332.537303583714
88,Former Ada HH Lewes Middle School,1102-96 E TULPEHOCKEN ST,School,Middle School,,,Y,,,2.01180655,2839.62372184,87633.9432373047,1532.25987270309
89,Norwood Fontbonne Academy,1 E SUNSET AVE,School,Elementary School,,,Y,,,1.08435511,2839.62372184,47234.319152832,2424.44070104111
90,One South Broad Building,1 S BROAD ST,Building,,Lincoln-Liberty Building,PNB Building,Y,,,0.51049736,2839.62372184,22237.1763916016,725.897316222187
91,Penn's Landing,1 S CHRIS COLUMBUS BLVD,Park,,,,Y,Penn's Landing,Park,3.14215213,9.62234659,136871.599060059,2203.04170031171
92,Kids World Christian Education Center- West Philadelphia Elementary School,100-04 S 61ST ST,School,,,,Y,,,0.0757076,2839.62372184,3297.80975341797,241.307785752648
93,Comhar,100-12 W LEHIGH AVE,Social Services,,,,Y,,,0.20831913,2839.62372184,9074.34509277344,398.578096625111
94,Two Logan Square,100-20 N 18TH ST,Building,,,,Y,,,0.80038147,2839.62372184,34864.4774169922,799.396618342343
95,Imani Education Circle Charter School,100-26 W CHELTEN AVE,School,Charter School,George Allen Inc,,Y,,,0.86105728,2839.62372184,37507.5051879883,985.288645855323
96,Edward J. McBride Sports Complex,100-52 MOORE ST,Playground,,,,Y,Edward J. McBride Sports Complex,Playground,0.32963609,1.54506272,14358.8908691406,613.37816917338
97,Mallery Playground Building 1,100-70 E JOHNSON ST,Playground,,,,Y,Mallery Playground,Park,0.18891413,3.3160295,8229.06640625,429.007640500906
98,Mallery Playground Building 2,100-70 E JOHNSON ST,Playground,,,,Y,Mallery Playground,Park,0.03346162,3.3160295,1457.58239746094,153.650410277945
99,Mt. Zion Fire Baptized Holiness Church,100 DUPONT ST,House of Worship,,,,Y,,,0.15164425,2839.62372184,6605.59716796875,395.99887566971
100,Olney Field,100 E DUNCANNON AVE,Playground,,,,Y,Olney Field,Playground,0.05602928,7.6403484,2440.62542724609,235.92881830561
101,Olney Recreation Center,100 E GODFREY AVE,Playground,,,,Y,Olney Recreation Center,Playground,0.01607749,13.62258658,700.332885742188,104.901749586748
102,Olney Recreation Center Building,100 E GODFREY AVE,Playground,,,,Y,Olney Recreation Center,Park,0.44741838,13.62258658,19489.466796875,836.304225511345
103,United Cerebral Palsy,102 E MERMAID LN,Community Center,,,,Y,United Cerebral Palsy,Community Center,2.08306557,5.71674203,90737.9885864258,2420.40697946882
104,Court Reporter,100 S BROAD ST,Building,,,,Y,,,0.64798455,2839.62372184,28226.0938720703,1030.64986644868
105,Prince Music Theater,1412-14 CHESTNUT ST,Theatre,,,,Y,,,0.29653344,2839.62372184,12916.9453125,600.806385842046
106,Manatawna Farm,100 SPRING LA,Park,,,,Y,Manatawna Farm,Park,0.01063234,0.15064597,463.142700195313,103.046561718815
107,Manatawna Farm Barn,100 SPRING LA,Park,,,,Y,Manatawna Farm,Park,0.09633413,0.15064597,4196.29809570313,264.416290570622
108,Manatawna Farm House,100 SPRING LA,Park,,,,Y,Manatawna Farm,Park,0.0436795,0.15064597,1902.67132568359,202.115278202451
109,Althea Gibson Community Education & Tennis Center,1000-38 W GIRARD AVE,Sports Complex,Recreation Center,,,Y,Althea Gibson Community Education & Tennis Center,Sports Complex,0.42556246,1.0889333,18537.4267578125,576.876101038105
110,Seger Park Playground Building,1000-42 LOMBARD ST,Playground,,,,Y,Seger Park Playground,Park,0.03058604,1.9162752,1332.32293701172,160.576960250806
111,Stella Maris School Fields,1000 BIGLER ST,Playground,,,,Y,Stella Maris School Fields,Playground,0.45152539,14.57172061,19668.3674316406,1536.50859624317
112,Pentecostal Church of Philadelphia,1000R ST VINCENT ST,House of Worship,,,,Y,,,0.44828959,2839.62372184,19527.4165039063,618.37181116782
113,Phat Quang Buddhist Temple,1001-07 S 4TH ST,House of Worship,,,,Y,,,0.160604,2839.62372184,6995.88220214844,354.600030682872
114,Tucker House Nursing Home,1001-11 WALLACE ST,Senior Care,Nursing Home,,,Y,,,0.39563655,2839.62372184,17233.859375,756.690227350303
115,Agape Love Ministries Church,1001-13 S 52ND ST,House of Worship,,,,Y,,,0.06962194,2839.62372184,3032.71966552734,220.552191710642
116,St Peter the Apostle Church,1001-19 N 5TH ST,House of Worship,,,,Y,,,0.57629569,2839.62372184,25103.3395996094,896.121598161192
117,Greyhound Bus Terminal,1001-25 FILBERT ST,Transportation,,,,Y,,,0.54994161,2839.62372184,23955.3605957031,814.605528046833
118,Columbia Field,1001-33 CECIL B MOORE AVE,Sports Complex,,,,Y,Columbia Field,Sports Complex,0.07851015,4.63879678,3419.888671875,334.581417309683
119,Archbishop Ryan High School,11101 ACADEMY RD,School,High School,,,Y,Archbishop Ryan High School,School,3.70984946,3.70984946,161600.403625488,4635.57605227969
120,Former Spring Garden Church,1123-33 SPRING GARDEN ST,House of Worship,,,,Y,,,0.17561515,2839.62372184,7649.76507568359,410.867649010792
121,Fire Engine 72,1127-29 W LOUDON ST,Fire Station,,,,Y,,,0.09277783,2839.62372184,4041.38598632813,331.038360612848
122,Greja Protestan Indonesia,1127 S BROAD ST,House of Worship,,,,Y,,,0.04092669,2839.62372184,1782.75939941406,224.432411523735
123,Morris Chapel Baptist Church,1127 W LEHIGH AVE,House of Worship,,,,Y,,,0.23284745,2839.62372184,10142.7944335938,460.624021809404
124,Schmidt John Playground Building,113-23 W ONTARIO ST,Playground,,,,Y,Schmidt Playground,Park,0.03711856,0.37393213,1616.87805175781,161.423496134641
125,United House & Prayer Church,113-23 W RITTENHOUSE ST,House of Worship,,,,Y,,,0.11881292,2839.62372184,5175.47015380859,418.04035513569
126,Andrew Jackson School,1130-48 FEDERAL ST,School,,,,Y,,,0.4442428,2839.62372184,19351.1392211914,843.604349046953
127,St. Martha's,11301 ACADEMY RD,House of Worship,,,,Y,St. Martha's,House of Worship,0.79900836,0.79900836,34804.6649780273,1350.69172901673
128,United Methodist Church Of The Redeemer,1132 COTTMAN AVE,House of Worship,,,,Y,,,0.17084511,2839.62372184,7441.9833984375,419.468214624935
129,King David Baptist Church,1133-35 S 20TH ST,House of Worship,,,,Y,,,0.05713886,2839.62372184,2488.95867919922,212.344490907904
130,St Maron RC Church Hall,1134-36 S 10TH ST,House of Worship,,,,Y,,,0.19071437,2839.62372184,8307.48474121094,463.043659289824
131,Eurokids Learning Center,1134 PINE ST,School,Learning Center,,,Y,,,0.03157567,2839.62372184,1375.43084716797,190.101769120398
132,Fire Engine 10/Ladder 11,1100 WHARTON ST,Fire Station,,,,Y,,,0.18243777,2839.62372184,7946.95770263672,389.187507560695
133,Police 3rd District,1100 WHARTON ST,Police Station,,,,Y,,,0.23533517,2839.62372184,10251.1588745117,416.137151886931
134,William H. Loesche Elementary School,11000 BUSTLETON AVE,School,Elementary School,,,Y,,,1.67641905,2839.62372184,73024.5219116211,2311.73325560755
135,Parkwood Shopping Center,12301-75 ACADEMY RD,Shopping Center Ground,,,,Y,Parkwood Shopping Center,Shopping Center Ground,1.82057497,7.96900893,79303.9284057617,3201.30348771791
136,YouthBuild Charter School High School,1231-39 N BROAD ST,School,Charter High School,,,Y,,,0.94798978,2839.62372184,41294.2700195313,1019.96050472959
137,Juniata Park Older Adult Center,1240 E ERIE AVE,Senior Care,Adult Care Center,,,Y,Erie Plaza,Shopping Center Ground,0.88324889,2.44514931,38474.1676635742,949.545546865137
138,Older Adult Center - Juniata Park,1231 E SEDGLEY AVE,Senior Care,Adult Care Center,,,Y,,,0.32640103,2839.62372184,14217.9720458984,511.30215152806
139,Donald Finnegan Playground Building,1231 S 30TH ST,Playground,,,,Y,Donald Finnegan Playground,Park,0.03906629,2.80037899,1701.72076416016,178.072646939039
140,1234 Market Street Building,1234 MARKET ST,Building,,1234 Market Street,,Y,,,0.84977741,2839.62372184,37016.1558227539,790.818761637972
141,Juniata Medical Building,1139 E LUZERNE ST,Health Center,,,,Y,,,0.11971294,2839.62372184,5214.67486572266,290.690843273354
142,St. James United Methodist Church,111 E TABOR RD,House of Worship,,,,Y,,,0.3102442,2839.62372184,13514.1832885742,659.615969277181
143,The Pennsylvania Building,111 S 15TH ST,Building,,,,Y,,,0.40640402,2839.62372184,17702.8883666992,625.35314411603
144,The Bourse,111 S INDEPENDENCE E MALL,Building,,,,Y,,,1.20599605,2839.62372184,52532.9775390625,1081.4637320334
145,Veterinary Specialty & Emergency Center,1114-18 S FRONT ST,Animal Clinic,,,,Y,,,0.23693741,2839.62372184,10320.9526367188,428.274282443996
146,Chua Bo De Buddhist Temple,1114-20 S 13TH ST,House of Worship,,,,Y,,,0.13137443,2839.62372184,5722.64709472656,501.449024516782
147,George (EL) Washington School,1114-50 S 5TH ST,School,,,,Y,,,0.55066463,2839.62372184,23986.8555297852,786.536804424643
148,Funny Face Family Learning Center,1116-28 E LYCOMING ST,School,Learning Center,,,Y,,,0.0768587,2839.62372184,3347.95153808594,307.672527374894
149,Chosen 300 Ministries,1116 SPRING GARDEN ST,Social Services,Mission,,,Y,,,0.08056957,2839.62372184,3509.59637451172,309.234885097835
150,Mt Carmel Apostolic Church,1116 W HUNTINGDON ST,House of Worship,,,,Y,,,0.02329083,2839.62372184,1014.54449462891,154.660626001692
151,Greater Mt Vernon Baptist Church,1117-19 W LEHIGH AVE,House of Worship,,,,Y,,,0.20617343,2839.62372184,8980.87866210938,554.185869021422
152,Concord Baptist Church,1118 S 55TH ST,House of Worship,,,,Y,,,0.11645769,2839.62372184,5072.87689208984,304.113109801911
153,Blue Horizon,1314-16 N BROAD ST,Historic Landmark,,,,Y,,,0.32156507,2839.62372184,14007.3179931641,614.152574335971
154,The Library Company of Philadelphia,1314-18 LOCUST ST,Library,,,,Y,,,0.15191849,2839.62372184,6617.54272460938,340.765900697098
155,Church of Scientology of Philadelphia,1315-17 RACE ST,House of Worship,,,,Y,,,0.11559898,2839.62372184,5035.47155761719,379.259226347002
156,Warren E Smith Health Center,1315-37 WINDRIM AVE,Health Center,,,,Y,,,0.4195331,2839.62372184,18274.7887573242,622.40632462395
157,Soul Clinic for Christ,1315 S 23RD ST,House of Worship,,,,Y,,,0.02058414,2839.62372184,896.641723632813,134.818736857071
158,Deliverence Sheepkeepers Ministry,1317-21 W NEDRO AVE,House of Worship,,,,Y,,,0.10790348,2839.62372184,4700.25653076172,353.996499903482
159,The Church of Jesus Christ of Philadelphia,1317 N 52ND ST,House of Worship,,,,Y,,,0.01679766,2839.62372184,731.703308105469,134.197112962944
160,Victory Outreach Ministries,1318-22 S 52ND ST,House of Worship,,,,Y,,,0.0631887,2839.62372184,2752.48870849609,225.277838692052
161,Makkah Masjid,1319-21 W SUSQUEHANNA AVE,House of Worship,,,,Y,,,0.12728817,2839.62372184,5544.65063476563,371.924306104967
162,Residence Inn,1319-25 MARKET ST,Building,Hotel,Market Street National Bank,,Y,,,0.26001741,2839.62372184,11326.3129272461,503.382179127876
163,True Grace Memorial House-Prayer,132 W RITTENHOUSE ST,House of Worship,,,,Y,,,0.07170536,2839.62372184,3123.47320556641,246.439955656166
164,Supportive Housing - Arch St,1320-22 ARCH ST,Social Services,,,,Y,,,0.15052634,2839.62372184,6556.90100097656,369.824757211445
165,Holy Angels Korean Catholic Church,1321 70TH AVE,House of Worship,,,,Y,,,0.25711035,2839.62372184,11199.6821899414,684.425157812335
166,Holy Angels School,1321 70TH AVE,School,,,,Y,,,0.27954449,2839.62372184,12176.9092407227,681.593676917683
167,Universal Alcorn Middle Years Academy,1321 S 26TH ST,School,Middle School,,,Y,,,0.33837475,2839.62372184,14739.5452270508,618.405125371251
168,Bible Way Baptist Church,1323-27 N 52ND ST,House of Worship,,,,Y,,,0.23835299,2839.62372184,10382.6148681641,598.960458573495
169,James R. Ludlow Elementary School,1323-45 N 6TH ST,School,,,,Y,,,0.40049106,2839.62372184,17445.3206176758,657.86177051629
170,Rehoboth Temple Church of God,1200 W WYOMING AVE,House of Worship,,,,Y,,,0.22311775,2839.62372184,9718.97021484375,437.904750412344
171,Columbus-DiProspero Playground Building,1200 WHARTON ST,Park,,,,Y,Columbus Square,Park,0.10476343,4.11153347,4563.4765625,290.552482985637
172,Columbus Square,1200 WHARTON ST,Park,,,,Y,Columbus Square,Park,0.03273477,4.11153347,1425.92059326172,194.599816602197
173,Commonwealth,1201-05 CHESTNUT ST,Building,,,,Y,,,0.19109188,2839.62372184,8323.92919921875,446.899411636027
174,Reformation Lutheran Church,1201-17 VERNON RD,House of Worship,,,,Y,,,0.29903587,2839.62372184,13025.950378418,592.197117684959
175,Ellwood Elementary School,1201-51 OAK LN,School,Elementary School,,,Y,,,0.74474487,2839.62372184,32440.9569091797,1131.19379111076
176,Divine Treasures DC,1201 E CHELTEN AVE,School,Day Care,,,Y,,,0.03176687,2839.62372184,1383.75958251953,214.387812334658
177,Bibleway Freewill Baptist Church,1201 E MOUNT PLEASANT AVE,House of Worship,,,,Y,,,0.11464735,2839.62372184,4994.01861572266,291.614912604293
178,Fire Engine 41/Ladder 24Police 19th District,1201 N 61ST ST,Municipal Building,,,,Y,,,0.35711237,2839.62372184,15555.7525634766,531.86803036203
179,Police 19th District & Fire Engine 41 / Ladder 24,1201 N 61ST ST,Municipal Building,,,,Y,,,0.00536881,2839.62372184,233.864379882813,62.4716605137873
180,Crusaders For Christ Church,1201 S 47TH ST,House of Worship,,,,Y,,,0.25356266,2839.62372184,11045.1453857422,427.923682493565
181,Rhema Deliverance Center,1201 W LEHIGH AVE,House of Worship,,,,Y,,,0.22365716,2839.62372184,9742.46697998047,445.995808846766
182,Fishtown Recreation Center Building,1202-32 E MONTGOMERY AVE,Playground,,,,Y,Fishtown Recreation Center,Park,0.26763519,1.45712693,11658.1421508789,539.281899644488
183,Fishtown Recreation Center Street Hockey Rink,1202-32 E MONTGOMERY AVE,Playground,,,,Y,Fishtown Recreation Center,Park,0.20753852,1.45712693,9040.34197998047,386.914001316231
184,J. E. Sampson Freedman Hill School,1205-11 E TULPEHOCKEN ST,School,Middle School,,,Y,,,0.73515839,2839.62372184,32023.3712158203,1008.99332152101
185,Word of Life Church Ministry,1208-12 S 23RD ST,House of Worship,,,,Y,,,0.06261778,2839.62372184,2727.61956787109,211.810165394705
186,Butlet Memorial Baptist Church,1208-12 S 35TH ST,House of Worship,,,,Y,,,0.03748718,2839.62372184,1632.93499755859,183.594056844556
187,Restorat Temple Worship,1209-11 E CHELTEN AVE,House of Worship,,,,Y,,,0.00498871,2839.62372184,217.307434082031,60.1666121113915
188,Congregation Mikveh Israel,121 N INDEPENDENCE E MALL,House of Worship,,,,Y,Congregation Mikveh Israel,House of Worship,0.36272934,1.99695587,15800.4268188477,595.976883359943
189,True Light Holy Church,1210-12 W LEHIGH AVE,House of Worship,,,,Y,,,0.07791725,2839.62372184,3394.06170654297,321.829901837372
190,Community College of Philadelphia - Northwest Regional Center,1210-16 W GODFREY AVE,University/College Ground,Campus,,,Y,Community College of Philadelphia - Northwest Regional Center,University/College Ground,0.75151729,5.26146796,32735.9623413086,1035.56152490658
191,Twentieth Street Baptist Church,1211-15 S 20TH ST,House of Worship,,,,Y,,,0.07401886,2839.62372184,3224.24871826172,269.083640229511
